Run,SRA,Model,Assay,LibrarySelection,Class,Part of microRNAOme 1,CellType,batch,group,Total_reads,Total Filtered reads,Trimmed Reads (unique),All_miRNA_Reads,Filtered_miRNA_Reads,Unique_miRNAs,Hairpin miRNAs Reads,mature tRNA Reads,primary tRNA Reads,snoRNA Reads,rRNA Reads,Other ncRNA reads,mRNA Reads,Remaining Reads,Experiment,BioProject,Sample,BioSample,CenterName,DOI,PMID
SRR1955575,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,4000000,2093253,95592,1477631,1474696,531,817,67685,778,15904,373509,29601,10131,117197,SRX981081,PRJNA280515,SRS895925,SAMN03463653,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955576,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,2721176,1423367,72479,1003630,1001630,487,592,46026,519,10991,254525,20025,6858,80201,SRX981081,PRJNA280515,SRS895925,SAMN03463653,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955577,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,4000000,2476103,87958,1901322,1898512,555,1073,61626,1030,22718,292859,33929,9182,152364,SRX981082,PRJNA280515,SRS895924,SAMN03463654,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955578,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,2826750,1753387,71284,1342283,1340238,500,755,43534,710,16316,206354,23782,6558,113095,SRX981082,PRJNA280515,SRS895924,SAMN03463654,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955579,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,3740566,2862641,128699,2194095,2190063,572,2696,77471,1293,35900,297141,40807,16033,197205,SRX981083,PRJNA280515,SRS895923,SAMN03463655,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955580,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,2938102,2192060,120176,1523861,1519994,516,1928,72228,1761,31088,293256,40968,15697,211273,SRX981084,PRJNA280515,SRS895922,SAMN03463656,GEO,DOI: 10.7717/peerj.1536,26788424
DRR041459,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Breast_epithelial_cell,159,8,1391670,1123196,75016,631358,628931,436,3518,111470,3699,51879,183318,40188,9935,87831,DRX037093,PRJDB2675,DRS008219,SAMD00005625,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041472,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Breast_epithelial_cell,159,8,2161923,1791537,107840,689745,686435,515,4481,147986,5604,67868,644525,70071,12879,148378,DRX037106,PRJDB2675,DRS008221,SAMD00004801,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041581,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Breast_epithelial_cell,159,8,1630077,1457633,92130,566529,563265,459,3994,563179,6869,31281,133776,35949,10869,105187,DRX037215,PRJDB2675,DRS008220,SAMD00004884,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR3760440,SRP078144,Illumina HiSeq 2000,miRNA-Seq,PCR,Epithelial,No,Breast_epithelial_cell,7,8,592901,592830,48369,174437,128949,218,0,31955,258,4417,71655,29588,4670,275850,SRX1907115,PRJNA325939,SRS1547237,SAMN05292449,NATIONAL CANCER INSTITUTE (NCI),-,-
DRR041456,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Bronchial_epithelial_cell,159,9,2835540,2386913,135120,693968,690868,516,3724,135389,3455,125347,1085063,88295,24969,226703,DRX037090,PRJDB2675,DRS008012,SAMD00005270,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041463,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Bronchial_epithelial_cell,159,9,3101012,2644937,128074,823696,820076,525,4389,116581,3148,116013,1243191,93456,16989,227474,DRX037097,PRJDB2675,DRS008013,SAMD00005405,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041490,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Bronchial_epithelial_cell,159,9,1533684,1340853,120491,506672,501789,495,2897,140637,6171,58656,368023,65801,19617,172379,DRX037124,PRJDB2675,DRS008015,SAMD00005472,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR12851430,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Bronchial_epithelial_cell,140,9,1609271,1154124,65987,828354,827018,400,3000,70923,1156,25479,139041,20375,8789,57007,SRX9318397,PRJNA670231,SRS7543225,SAMN16489383,GEO,DOI: 10.1002/path.5571,33095908
SRR12851431,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Bronchial_epithelial_cell,140,9,1658548,1168955,72599,816056,814494,400,4278,77588,2592,33745,145409,18352,10165,60770,SRX9318398,PRJNA670231,SRS7543226,SAMN16489382,GEO,DOI: 10.1002/path.5571,33095908
SRR12851432,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Bronchial_epithelial_cell,140,9,2138983,1555863,88477,1059476,1057821,427,1477,130998,2323,43577,190501,27354,11905,88252,SRX9318399,PRJNA670231,SRS7543227,SAMN16489381,GEO,DOI: 10.1002/path.5571,33095908
SRR12851433,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Bronchial_epithelial_cell,140,9,1019290,757389,55919,522217,521212,358,1483,50645,1873,19313,97675,10299,8576,45308,SRX9318400,PRJNA670231,SRS7543228,SAMN16489380,GEO,DOI: 10.1002/path.5571,33095908
SRR12851434,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Bronchial_epithelial_cell,140,9,3625874,2256504,181410,884281,880314,421,3624,466341,1770,43016,413608,104213,18794,320857,SRX9318401,PRJNA670231,SRS7543229,SAMN16489379,GEO,DOI: 10.1002/path.5571,33095908
SRR12851435,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Bronchial_epithelial_cell,140,9,1133240,976198,68407,327108,326387,339,1626,94673,735,211445,116319,115629,31730,76933,SRX9318402,PRJNA670231,SRS7543230,SAMN16489378,GEO,DOI: 10.1002/path.5571,33095908
SRR12851436,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Bronchial_epithelial_cell,140,9,884721,750769,63888,372251,371562,319,2663,94447,1023,66476,76513,57179,25695,54522,SRX9318403,PRJNA670231,SRS7543231,SAMN16489377,GEO,DOI: 10.1002/path.5571,33095908
SRR12851437,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Bronchial_epithelial_cell,140,9,1555258,1145363,80467,483843,482893,329,2014,142760,680,144489,161271,89495,19660,101151,SRX9318404,PRJNA670231,SRS7543232,SAMN16489376,GEO,DOI: 10.1002/path.5571,33095908
SRR12851438,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Bronchial_epithelial_cell,140,9,1209682,820282,77341,386881,385859,334,1165,133642,776,23517,166971,18035,11805,77490,SRX9318405,PRJNA670231,SRS7543233,SAMN16489375,GEO,DOI: 10.1002/path.5571,33095908
SRR12851439,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Bronchial_epithelial_cell,140,9,1559725,1214959,87596,645330,644313,372,3988,111681,1247,87155,178964,63680,18283,104631,SRX9318406,PRJNA670231,SRS7543234,SAMN16489374,GEO,DOI: 10.1002/path.5571,33095908
SRR5220020,SRP098650,Illumina MiSeq,ncRNA-Seq,size fractionation,Epithelial,No,Bronchial_epithelial_cell,24,9,941963,941958,70256,90489,90028,262,1836,535803,71,1390,154724,19348,9433,128864,SRX2529980,PRJNA369400,SRS1950882,SAMN06285165,GEO,-,-
SRR5220021,SRP098650,Illumina MiSeq,ncRNA-Seq,size fractionation,Epithelial,No,Bronchial_epithelial_cell,24,9,1355534,1355528,85536,99987,99388,261,2354,870093,88,2057,163784,26479,11382,179304,SRX2529981,PRJNA369400,SRS1950883,SAMN06285164,GEO,-,-
SRR5220022,SRP098650,Illumina MiSeq,ncRNA-Seq,size fractionation,Epithelial,No,Bronchial_epithelial_cell,24,9,1156309,1156304,71806,80852,80389,264,2012,728958,61,1436,159095,27879,9311,146700,SRX2529982,PRJNA369400,SRS1950884,SAMN06285163,GEO,-,-
SRR6372855,SRP126655,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Stem,No,Cardiac_progenitor_derived,105,10,12715071,6586243,654153,1294522,1266636,564,1395,94393,12688,214672,3875890,326544,239413,526726,SRX3467892,PRJNA422248,SRS2755609,SAMN08168954,GEO,DOI: 10.1038/s41598-018-26156-3,29795287
SRR6372856,SRP126655,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Stem,No,Cardiac_progenitor_derived,105,10,9958216,5598739,554157,2263520,2246306,719,2216,350937,24428,236376,1695184,289531,103769,632778,SRX3467893,PRJNA422248,SRS2755607,SAMN08168953,GEO,DOI: 10.1038/s41598-018-26156-3,29795287
SRR6372857,SRP126655,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Stem,No,Cardiac_progenitor_derived,105,10,8854411,4066398,591971,1057288,1039234,671,2561,333509,34593,294176,1165242,354083,90303,734643,SRX3467894,PRJNA422248,SRS2755639,SAMN08168952,GEO,DOI: 10.1038/s41598-018-26156-3,29795287
SRR1973407,SRP057147,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Cardiomyocyte_derived,101,10,1337049,1105368,65110,829277,828453,475,5946,36581,589,21921,94653,43035,5013,68353,SRX994684,PRJNA281062,SRS909170,SAMN03481912,GEO,DOI: 10.1161/CIRCEP.115.003197,26783232
SRR1973408,SRP057147,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Cardiomyocyte_derived,101,10,1221820,933106,58941,674120,673464,446,2960,36282,619,17372,84970,46138,3970,66675,SRX994685,PRJNA281062,SRS909169,SAMN03481913,GEO,DOI: 10.1161/CIRCEP.115.003197,26783232
SRR1973409,SRP057147,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Cardiomyocyte_derived,101,10,1589718,1300210,76993,927425,926455,516,2249,72167,959,29240,100849,78324,5792,83205,SRX994686,PRJNA281062,SRS909168,SAMN03481914,GEO,DOI: 10.1161/CIRCEP.115.003197,26783232
SRR1973410,SRP057147,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Cardiomyocyte_derived,101,10,1694309,1316422,68231,967321,966338,543,2929,49571,793,29672,99712,76246,5757,84421,SRX994687,PRJNA281062,SRS909162,SAMN03481915,GEO,DOI: 10.1161/CIRCEP.115.003197,26783232
SRR1973411,SRP057147,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Cardiomyocyte_derived,101,10,445531,373130,28455,275886,275451,381,767,10423,233,8209,32293,21279,1657,22383,SRX994688,PRJNA281062,SRS909166,SAMN03481916,GEO,DOI: 10.1161/CIRCEP.115.003197,26783232
SRR1973412,SRP057147,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Cardiomyocyte_derived,101,10,1304687,993005,52900,743445,742551,493,1626,35719,796,20404,64995,56009,3919,66092,SRX994689,PRJNA281062,SRS909167,SAMN03481917,GEO,DOI: 10.1161/CIRCEP.115.003197,26783232
SRR1973413,SRP057147,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Cardiomyocyte_derived,101,10,1523502,1256905,59579,894386,893408,507,2390,38874,773,25362,87051,69010,5052,134007,SRX994690,PRJNA281062,SRS909163,SAMN03481918,GEO,DOI: 10.1161/CIRCEP.115.003197,26783232
SRR1973414,SRP057147,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Cardiomyocyte_derived,101,10,1196175,1011577,50880,743749,742968,469,3276,37488,712,20126,66812,48544,4326,86544,SRX994691,PRJNA281062,SRS909164,SAMN03481919,GEO,DOI: 10.1161/CIRCEP.115.003197,26783232
SRR1973415,SRP057147,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Cardiomyocyte_derived,101,10,1003898,828879,48027,603540,602834,473,1760,37093,578,17381,60395,43115,3985,61032,SRX994692,PRJNA281062,SRS909165,SAMN03481920,GEO,DOI: 10.1161/CIRCEP.115.003197,26783232
SRR5755815,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,830308,673961,49273,247978,246692,320,202,29840,23,16147,27387,15717,7593,329074,SRX2955995,PRJNA391912,SRS2313198,SAMN07277889,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755821,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,1910166,1609115,71593,652797,650469,415,470,117905,40,32707,76311,42623,8406,677856,SRX2956001,PRJNA391912,SRS2313204,SAMN07277882,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755828,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,6058996,3573040,225970,1242281,1237246,495,859,267600,90,62905,447897,324251,48589,1178568,SRX2956008,PRJNA391912,SRS2313211,SAMN07277876,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755835,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,4448397,4048566,199566,1152370,1144480,487,2264,1157803,84,68041,154509,97479,29650,1386366,SRX2956015,PRJNA391912,SRS2313218,SAMN07277869,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755842,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,1439720,1289503,89715,367639,364666,339,803,158070,36,48203,79793,47407,11860,575692,SRX2956022,PRJNA391912,SRS2313225,SAMN07277727,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755849,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,1700352,1622517,89945,412527,409447,357,870,382443,28,44043,72747,45898,10181,653780,SRX2956029,PRJNA391912,SRS2313232,SAMN07277852,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755856,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,3296867,3015861,299636,829310,774168,438,1077,334636,83,50156,69784,69848,16341,1644626,SRX2956036,PRJNA391912,SRS2313239,SAMN07277703,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755863,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,3441495,3324984,221830,1443448,1438788,490,2438,531219,70,202589,137754,198328,60950,748188,SRX2956043,PRJNA391912,SRS2313246,SAMN07277692,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755870,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,3475202,3223254,195444,797339,793055,444,1878,653762,40,98729,161262,126547,38256,1345441,SRX2956050,PRJNA391912,SRS2313253,SAMN07277685,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755877,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,7215933,6519903,428870,2789483,2778366,612,3549,1219714,143,193979,352402,270917,109043,1580673,SRX2956057,PRJNA391912,SRS2313260,SAMN07277678,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755884,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,8462900,7785677,397392,3490239,3479699,629,9712,1499787,358,264818,427445,247140,69797,1776381,SRX2956064,PRJNA391912,SRS2313267,SAMN07277723,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755891,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,7389719,6590042,226807,935176,927363,459,1726,2776461,89,80319,134149,161711,35286,2465125,SRX2956071,PRJNA391912,SRS2313274,SAMN07277716,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755898,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,1273557,1076732,97665,618509,615996,377,913,198309,53,40550,68286,44821,11160,94131,SRX2956078,PRJNA391912,SRS2313281,SAMN07277709,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755905,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,10411458,9598574,395740,3088230,3071894,628,4238,3264227,212,149008,251894,204069,60261,2576435,SRX2956085,PRJNA391912,SRS2313288,SAMN07277861,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755912,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,9879943,9098200,389431,3215473,3200477,622,4732,2749966,234,154651,291357,222295,63848,2395644,SRX2956092,PRJNA391912,SRS2313295,SAMN07277393,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755919,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,4375111,4176059,168096,1301948,1291339,460,2250,381332,100,104623,110544,102984,23524,2148754,SRX2956099,PRJNA391912,SRS2313302,SAMN07277387,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755926,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,5240178,5000401,227527,1593503,1585791,513,4144,629684,158,179554,201795,139646,31629,2220288,SRX2956106,PRJNA391912,SRS2313309,SAMN07277513,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755933,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,3977893,3665380,138893,616002,609417,412,1465,733151,88,51443,107780,61836,18358,2075257,SRX2956113,PRJNA391912,SRS2313316,SAMN07277506,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755940,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,2920223,2471399,198231,1394746,1389490,501,2173,513924,170,94642,119351,97966,33002,215425,SRX2956120,PRJNA391912,SRS2313322,SAMN07277499,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755947,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,3930246,3566620,195919,1093139,1089875,466,5618,473357,136,156074,137056,145719,28152,1527369,SRX2956127,PRJNA391912,SRS2313330,SAMN07277522,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755954,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,1174912,1042224,87600,472640,470426,375,1486,318217,69,35601,57374,40169,11058,105610,SRX2956134,PRJNA391912,SRS2313337,SAMN07277631,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755961,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,6031197,5549853,299981,2257501,2251736,561,10219,1006247,250,243842,282037,248473,55622,1445662,SRX2956141,PRJNA391912,SRS2313344,SAMN07277624,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755968,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,4753034,4148958,177189,1439572,1433659,509,2851,462820,152,95684,180600,108146,24343,1834790,SRX2956148,PRJNA391912,SRS2313351,SAMN07277617,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755975,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,6983129,5526779,271603,2510420,2500569,610,3671,809353,350,136629,211952,175247,43751,1635406,SRX2956155,PRJNA391912,SRS2313358,SAMN07277640,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755982,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,8082720,6961445,290064,3104182,3095156,632,2618,502361,268,227702,318714,222716,49966,2532918,SRX2956162,PRJNA391912,SRS2313365,SAMN07277633,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755996,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,11701090,10576123,542016,5306939,5295717,734,4207,2090661,719,347998,349424,313056,175310,1987809,SRX2956176,PRJNA391912,SRS2313379,SAMN07277774,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756003,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,7396518,6507122,330210,3347099,3337035,631,3732,653201,349,220103,232541,190426,74289,1785382,SRX2956183,PRJNA391912,SRS2313386,SAMN07277839,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756009,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,5948206,5044387,230915,1744354,1737843,536,2190,461619,135,172679,169849,181599,37965,2273997,SRX2956189,PRJNA391912,SRS2313392,SAMN07277841,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756016,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,9215425,8641551,457231,4137444,4123790,672,6140,1168454,272,305750,417048,431211,95405,2079827,SRX2956196,PRJNA391912,SRS2313400,SAMN07277832,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756023,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,5054498,3852644,192777,1542791,1537092,531,1445,324142,125,85365,126860,109958,34343,1627615,SRX2956203,PRJNA391912,SRS2313406,SAMN07277825,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756029,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,7193927,6495679,349072,2902173,2890169,654,3496,708481,266,188928,329293,241508,77792,2043742,SRX2956209,PRJNA391912,SRS2313412,SAMN07277819,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756035,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,7230581,6248780,305283,2331976,2323069,599,2852,459789,263,171694,243714,181903,66715,2789874,SRX2956215,PRJNA391912,SRS2313418,SAMN07277765,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756042,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,5848820,3407194,184168,1178704,1171387,478,1533,232193,151,95614,138860,92093,26338,1641708,SRX2956222,PRJNA391912,SRS2313425,SAMN07277422,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756049,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,6973513,6148397,366363,2849161,2835159,595,3507,803046,206,221232,301254,207556,68401,1694034,SRX2956229,PRJNA391912,SRS2313432,SAMN07277414,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756056,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,4795381,3655383,209918,1321520,1313416,504,1794,413805,83,102775,189026,107761,34931,1483688,SRX2956236,PRJNA391912,SRS2313439,SAMN07277405,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756063,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,7425184,6125453,369095,2568337,2554665,571,3397,808018,233,206262,328764,212540,60312,1937590,SRX2956243,PRJNA391912,SRS2313446,SAMN07277398,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756070,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,3137249,2748441,220495,1850269,1843682,532,1748,333002,130,105970,111902,106105,46412,192903,SRX2956250,PRJNA391912,SRS2313453,SAMN07277813,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756077,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,2216032,1758513,156885,1113599,1108983,457,1194,251580,82,69830,66261,72230,31067,152670,SRX2956257,PRJNA391912,SRS2313460,SAMN07277806,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756084,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,2739415,2415207,194179,1548385,1542835,495,1936,333095,86,103003,126325,93563,34996,173818,SRX2956264,PRJNA391912,SRS2313467,SAMN07277799,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756091,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,5731877,4560985,223330,2183411,2176301,576,2258,320963,244,139560,231042,122220,48233,1513054,SRX2956271,PRJNA391912,SRS2313474,SAMN07277893,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756098,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,14186141,12780840,587349,6033292,6007236,735,6725,1009092,865,357046,522103,368308,134066,4349343,SRX2956278,PRJNA391912,SRS2313481,SAMN07277761,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756105,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158,11,14439671,13787740,410445,8336205,8314477,774,5817,687688,664,300587,292165,267325,104781,3792508,SRX2956285,PRJNA391912,SRS2313488,SAMN07277754,GEO,DOI: 10.1093/nar/gkx706,28934507
